seq,value_name,value_category,value_category_id,value_type,value_subtype,scale_type,scale_id,scale_name,scale_gender,value_metric_description,value_metric_units,value_metric_score,ancillary_metric_description,ancillary_metric_score,spatial_feature_definition,spatial_feature_type_id,spatial_feature_name,spatial_feature_id,spatial_feature_description,narrative,date_collected,metric_score_source,metric_score_contact,join,join1
104,Copra,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
105,Floriculture,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
110,Kulau (copra),Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),2.15,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
112,Mangoes,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
116,Oil palm,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
117,Peanuts,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.64,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
119,Pineapples,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.07,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
120,Pitpit,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.64,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
121,Rice,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.07,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
130,Tobacco,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
170,Dry coconuts,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0.43,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
101,Citrus,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.4,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
102,Cocoa,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),1.01,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
103,Coffee,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.45,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
104,Copra,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
105,Floriculture,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
110,Kulau (copra),Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.1,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
112,Mangoes,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.1,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
116,Oil palm,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.05,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
117,Peanuts,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.05,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
119,Pineapples,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.05,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
120,Pitpit,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.05,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
121,Rice,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
130,Tobacco,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.15,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
170,Dry coconuts,Natural resource values,C_3,Contribution to Income,,Local Government,llg,Central Inland Pomio,Men and women,Importance for income,% of overall human well-being for income (per unit area),0.05,,,Use existing layer,F_3,Agricultural land,ag,"All land excluding Forest, Urban, Rivers, Community gardens, Plantation land",,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,ag_llg_Central Inland Pomio
94,Banana,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),1.96,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
95,Betel nut,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),1.21,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
96,Bread fruit,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.91,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
99,Chickens,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),2.27,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
100,Chinese taro,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),1.81,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
107,Green vegetables,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),2.62,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
108,Home brew,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.2,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
114,Mushroom,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.35,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
115,Mustard,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.76,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
118,"Pigs, domestic",Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),4.78,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
123,Sago,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.3,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
124,Spices,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.2,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
125,Sugar cane,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.91,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
126,Sweet potato,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),4.03,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
127,Tapioca,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),2.82,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
128,Taro,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),3.22,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
129,Taun (fruit),Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.1,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
131,Watermelons,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.81,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
137,Chestnut (ela),Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.4,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
139,Galip nuts,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.5,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
140,Herbs,Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),1.36,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
144,Noni (herbs),Natural resource values,C_3,Contribution to human well-being,,Local Government,llg,Central Inland Pomio,Men and women,Importance for human wellbeing,% of overall human well-being (per unit area),0.25,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
94,Banana,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),3.22,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
95,Betel nut,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
96,Bread fruit,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),2.15,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
99,Chickens,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),3.22,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
100,Chinese taro,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),3.22,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
107,Green vegetables,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),4.29,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
108,Home brew,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
114,Mushroom,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.07,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
115,Mustard,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),0,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
118,"Pigs, domestic",Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),5.36,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
123,Sago,Natural resource values,C_3,Contribution to Food security,,Local Government,llg,Central Inland Pomio,Men and women,Importance for food security,% of overall human well-being for food security (per unit area),1.07,,,Use existing layer,F_3,Community gardens,gard,1 km buffer around communities excluding forest,,8/06/2016,"Building Capacity for Sustainable & Responsible Development in the Bismarck Sea. 2nd District Meeting for Pomio District, Workshop # 3. June 2016.","Nate Peterson, TNC.",llg_Central Inland Pomio,gard_llg_Central Inland Pomio
